Datetime,beaconid,realx,realy,edge_1,edge_2,edge_3,edge_8,edge_9,edge_10,edge_11,edge_12,edge_13
2018-09-18T20:04:24.500000Z,1,0.5995714285714285,7.317428571428571,-83.0,-87.0,-88.0,-51.0,-92.33333333333333,-91.0,-63.0,-69.0,-82.0
2018-09-18T20:04:25.000000Z,1,0.6054285714285714,7.696571428571428,-83.0,-82.0,-85.0,-68.0,-92.33333333333333,-81.0,-73.25,-75.0,-82.0
2018-09-18T20:04:25.500000Z,1,0.6112857142857143,8.075714285714286,-83.0,-80.0,-86.0,-51.0,-92.33333333333333,-85.0,-60.0,-80.0,-79.0
2018-09-18T20:04:26.000000Z,1,0.6171428571428571,8.454857142857144,-83.0,-80.0,-86.0,-51.25,-92.33333333333333,-85.0,-68.5,-73.0,-78.0
2018-09-18T20:04:26.500000Z,1,0.7132000000000001,9.203,-83.0,-86.0,-86.0,-69.5,-92.33333333333333,-85.0,-84.5,-70.5,-79.0
2018-09-18T20:04:27.000000Z,1,0.8034,9.572,-83.0,-86.0,-86.0,-61.0,-82.0,-89.0,-78.33333333333333,-80.0,-80.0
2018-09-18T20:04:27.500000Z,1,0.8936000000000001,9.940999999999999,-85.0,-101.0,-85.5,-61.0,-85.0,-83.5,-72.33333333333333,-71.0,-84.0
2018-09-18T20:04:28.000000Z,1,0.9838,10.31,-85.0,-84.0,-86.33333333333333,-80.5,-85.0,-81.0,-71.0,-74.5,-81.0
2018-09-18T20:04:28.500000Z,1,1.3424,10.6852,-85.0,-84.0,-86.33333333333333,-56.0,-81.0,-83.5,-77.0,-77.33333333333333,-76.0
2018-09-18T20:04:29.000000Z,1,1.6108,10.6914,-80.0,-84.0,-92.0,-73.0,-81.0,-69.5,-73.33333333333333,-77.0,-86.0
2018-09-18T20:04:29.500000Z,1,1.8792,10.697600000000001,-80.0,-84.0,-87.0,-73.0,-77.0,-78.5,-72.0,-72.66666666666667,-82.0
2018-09-18T20:04:30.000000Z,1,2.1475999999999997,10.703800000000001,-83.0,-83.25,-91.0,-66.8,-82.33333333333333,-74.0,-71.25,-66.33333333333333,-72.0
2018-09-18T20:04:30.500000Z,1,2.77175,10.693750000000001,-94.0,-82.5,-80.5,-72.0,-80.0,-75.0,-73.75,-70.0,-81.0
